id,trueTheta,user,category,estimateTheta
1920,-2.0,1,[1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 3, 2, 3, 3, 4],-0.8617157801314868
1968,-2.0,1,[1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 3, 1, 2, 2, 3, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 5, 3, 2, 3, 2, 3, 4, 4, 4, 3],-0.6376129396307718
2016,-2.0,1,[2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 1, 3, 3, 3, 2, 3, 2, 4, 3, 3, 4, 3],-0.15662168777557706
2064,-2.0,1,[1, 2, 2, 2, 1, 2, 1, 3, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 2, 3, 2],-0.38864606161639026
2112,-2.0,1,[1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 5, 2, 2, 2, 2, 4, 2, 3, 2, 2, 2, 4, 3, 4, 2, 4, 3, 2, 2, 3, 2, 3, 3, 4, 2, 4],-0.31249270230672177
2160,-2.0,1,[1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 4, 2, 1, 2, 3, 3, 2, 3, 3, 5, 2, 4, 4, 3, 3, 2],-0.7007475437680423
2208,-2.0,1,[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 5, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2, 3, 4, 3, 3, 5, 4, 2, 3, 3, 2],-0.5198646439238924
2256,-2.0,1,[1, 2, 2, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 1, 3, 2, 2, 2, 2, 2, 2, 1, 4, 2, 1, 1, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 2, 3, 4, 2, 3, 3, 3, 3, 3],-0.23698943787478657
2304,-2.0,1,[1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 3, 3, 3, 3, 2, 2, 5, 4, 3, 5, 3],-0.5854088994583388
2352,-2.0,1,[2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 3, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 3, 2, 1, 2, 2, 2, 2, 3, 3, 2, 2, 3, 3, 2, 2, 3, 3, 2, 1, 2, 3, 3, 5, 3, 4, 5, 4],-0.4130818597290127
2400,-2.0,1,[1, 2, 1, 1, 1, 5, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 3, 2, 2, 3, 3, 2, 3, 1, 3, 2, 3, 3, 2, 2, 3, 4, 2, 3, 4, 4, 3, 3, 3],-0.20051638874217817
2448,-2.0,1,[2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 3, 2, 2, 1, 3, 2, 1, 2, 2, 1, 1, 2, 3, 3, 2, 2, 3, 3, 3, 3, 4, 3, 2, 2, 3, 3, 5, 1, 2, 2, 3, 4, 4, 3, 2, 3],-0.27781661179378836
2496,-2.0,1,[2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 2, 2, 1, 3, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 4, 4, 2, 4, 3, 2, 3, 3, 2, 4],-0.9295591185473826
2544,-2.0,1,[2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 3, 2, 2, 2, 2, 2, 1, 2, 3, 1, 2, 3, 2, 2, 3, 1, 2, 2, 3, 2, 4, 2, 3, 2, 3, 3, 2, 2, 3, 2, 3],-0.5988752170427192
2592,-2.0,1,[1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 3, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3, 3, 2, 2, 2, 2, 3, 3, 2, 4, 1, 2, 2, 2, 2, 5, 2, 4, 2, 2, 2, 4, 2, 3, 3, 4],-0.44708521203671425
2640,-2.0,1,[1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 3, 2, 1, 2, 3, 2, 3, 2, 2, 2, 1, 3, 2, 2, 2, 2, 2, 3, 2, 2, 3, 3, 3, 2, 3, 5, 2, 2, 1, 3, 2, 3, 3, 3, 3, 4],-0.3508791924889776
2688,-2.0,1,[2, 3, 2, 1, 2, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 3, 2, 2, 2, 3, 4, 2, 2, 3, 2, 2, 2, 3, 2, 4, 2, 3, 2, 3, 3, 2, 2, 3, 3, 3, 2, 3],-0.20279740792766535
2736,-2.0,1,[1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 3, 4, 2, 2, 2, 1, 2, 2, 2, 3, 3, 2, 2, 2, 2, 3, 2, 3, 3, 2, 2, 5, 2, 5, 2, 3, 2, 3],-0.5284018272735892
2784,-2.0,1,[2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 3, 2, 2, 2, 4, 3, 3, 2, 2, 2, 2, 2, 3, 3, 2, 2, 3, 3, 4, 4, 2],-0.6251881943901614
2832,-2.0,1,[2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 4, 3, 2, 2, 3, 2, 3, 3],-0.47518547049312054
2880,-2.0,1,[1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 3, 3, 2, 2, 4, 3, 2, 3, 3, 4, 3, 5, 3, 4, 5, 3],-0.2625702864774508
2928,-2.0,1,[1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 3, 3, 2, 2, 2, 2, 3, 1, 3, 2, 2, 3, 5, 2, 2, 3, 2, 2, 4],-0.8602807472053668
2976,-2.0,1,[1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 1, 4, 2, 2, 3, 2, 2, 4, 4, 5, 3, 3, 1, 2, 2],-0.6453838083984902
3024,-2.0,1,[1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 2, 3, 2, 1, 1, 2, 1, 2, 2, 5, 2, 2, 3, 2, 5, 3, 2, 2, 3, 2, 2, 2, 3, 3, 4, 2, 3, 2, 3, 2, 2, 3, 3, 4, 4],-0.3649702780237002
3072,-2.0,1,[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 3, 1, 2, 2, 2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2, 3, 3, 3, 2, 1, 3, 2, 2, 3, 3, 3, 3, 2, 3, 4, 3, 5],-0.4723504442454965
3120,-2.0,1,[1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 3, 2, 2, 2, 1, 3, 1, 2, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 2, 2],-0.5015905659394785
3168,-2.0,1,[1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 3, 1, 2, 2, 1, 3, 2, 2, 2, 1, 1, 2, 1, 3, 2, 2, 1, 1, 2, 2, 4, 2, 3, 2, 3, 2, 2, 2, 2, 4, 3, 2, 2],-0.8893174283552769
3216,-2.0,1,[1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 3, 3, 3, 4, 2, 2, 3, 2, 3],-0.6421854560621986
3264,-2.0,1,[2, 2, 2, 4, 1, 2, 2, 1, 2, 3, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 4, 2, 2, 2, 5, 2, 2, 3, 2, 2, 3, 3, 3, 4, 3, 3, 2, 3, 4, 3, 3, 4, 3],-0.0485831094733153
3312,-2.0,1,[2, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 3, 2, 2, 2, 2, 3, 4, 4, 3],-0.5147217297208931
3360,-2.0,1,[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 3, 2, 1, 2, 3, 2, 2, 2, 3, 4, 3, 2, 2, 2, 5, 3, 3, 5, 2, 3, 1, 4, 2, 2, 3, 4, 2, 3, 5, 5, 4],-0.3979397062774134
3408,-2.0,1,[1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 3, 2, 1, 1, 1, 2, 2, 2, 1, 3, 2, 3, 3, 2, 2, 1, 2, 2, 2, 2, 3, 3, 2, 3, 2, 3, 2, 3, 1, 3, 2, 2],-0.782010892961389
3456,-2.0,1,[1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1, 2, 2, 3, 1, 2, 2, 4, 3, 2, 3, 2, 3, 3, 2, 1, 3, 2, 5, 5, 3, 3, 2, 3, 5, 3, 3, 2, 2, 3, 4, 2],-0.42856440301524684
3504,-2.0,1,[2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3, 2, 2, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 1, 2, 2, 2, 2, 2, 3, 3, 2, 2, 3, 2, 2, 4, 3, 2, 3, 2, 3],-0.476405398624084
3552,-2.0,1,[2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 2, 2, 1, 3, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 3, 2, 3, 4, 3, 3, 3, 3],-0.2571254288043931
3600,-2.0,1,[1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 2, 1, 2, 2, 1, 3, 1, 2, 1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 2, 2, 2, 3, 3, 3],-0.45763325308076197
3648,-2.0,1,[1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 3, 2, 3, 2, 3, 4, 2, 2, 2, 4, 3, 3, 3, 3, 3, 2, 3],-0.24815775901695228
3696,-2.0,1,[1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 1, 2, 3, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 3, 2, 3, 3, 4, 2, 5],-0.41252016097475985
3744,-2.0,1,[1, 2, 1, 1, 2, 2, 2, 1, 2, 3, 1, 2, 2, 3, 1, 1, 3, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 4, 3, 2, 2, 2, 2, 2, 1, 2, 3, 2, 3, 2, 3],-0.5987418853729501
3792,-2.0,1,[1, 1, 1, 3, 2, 1, 2, 1, 2, 1, 2, 3, 2, 3, 2, 5, 1, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 3, 2, 2, 2, 3, 3, 4, 3, 2, 4, 3, 4, 3, 3, 4, 2, 3, 4, 4, 3],0.17525359690490327
3840,-2.0,1,[2, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 3, 3, 2, 3, 4, 2, 5, 2, 3, 2, 2, 3, 3, 2, 4, 3, 3, 2, 2, 3, 3, 4, 3],-0.1853480430568622
3888,-2.0,1,[1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 3, 3, 2, 2, 3, 2, 4, 1, 3, 3, 2, 3, 3, 2, 2, 2, 3, 3, 2, 3, 3, 2, 3, 2],-0.502593624285609
3936,-2.0,1,[1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 4, 1, 2, 3, 2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 4, 2, 2],-0.7884430637924833
3984,-2.0,1,[1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 2, 2, 1, 3, 1, 2, 1, 2, 2, 2, 2, 4, 3, 2, 3, 2, 2, 2, 2, 5, 2, 4, 2, 3, 2, 3, 2, 3, 3, 3, 4],-0.6139140484479942
4032,-2.0,1,[1, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 3, 2, 1, 2, 1, 3, 2, 2, 1, 1, 2, 1, 2, 3, 2, 4, 3, 2, 1, 3, 3, 1, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2],-0.8149169703690665
4080,-2.0,1,[1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 3, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 4, 3, 3, 2, 2, 3, 3, 2, 2, 2, 4, 2, 3],-0.5097420075207191
